order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_date,delivery_date,total_amount,promotion_id,shipping_city,shipping_zip
559,658,2023-12-05,Delivered,Debit Card,8036 Main St,2023-12-07,2023-12-10,0,,San Jose,28997
560,964,2023-11-26,Delivered,Apple Pay,1464 Park Rd,2023-11-27,2023-12-03,0,,San Diego,65750
561,765,2024-01-10,Delivered,Google Pay,8435 Park Rd,2024-01-13,2024-01-15,8001.9,,Jacksonville,96918
562,123,2023-12-08,Delivered,PayPal,7530 First St,2023-12-11,2023-12-17,468.85,,Columbus,22463
563,692,2023-10-04,Shipped,Debit Card,140 Oak Ave,2023-10-05,,0,,Fort Worth,49343
564,667,2024-02-08,Delivered,Google Pay,7707 Main St,2024-02-09,2024-02-12,156.16,,Austin,19266
565,676,2023-07-09,Shipped,PayPal,8613 Park Rd,2023-07-11,,713.12,,Columbus,85851
566,449,2022-12-19,Delivered,Apple Pay,762 Oak Ave,2022-12-20,2022-12-27,557.72,,Philadelphia,40375
567,212,2022-06-10,Delivered,Debit Card,8216 Oak Ave,2022-06-13,2022-06-17,2232.01,,Fort Worth,14910
568,72,2022-12-30,Delivered,PayPal,3827 Park Rd,2023-01-01,2023-01-08,6738.5,,Phoenix,49618
569,163,2022-02-21,Shipped,PayPal,1502 Second Ave,2022-02-22,,509.37,,Chicago,18870
570,776,2022-07-06,Delivered,Debit Card,838 Second Ave,2022-07-07,2022-07-10,568.43,,Charlotte,76932
571,308,2024-02-28,Pending,Credit Card,2977 Main St,,,258.76,,Phoenix,27984
572,53,2023-08-24,Delivered,PayPal,3605 Main St,2023-08-26,2023-09-02,18.15,,Jacksonville,63424
573,241,2024-04-08,Shipped,Google Pay,2597 Oak Ave,2024-04-11,,60.84,,Phoenix,40149
574,921,2023-12-14,Delivered,Debit Card,4153 Second Ave,2023-12-15,2023-12-22,0,,Phoenix,96848
575,606,2024-03-05,Processing,Debit Card,1881 Second Ave,,,292.64,,San Jose,52914
576,621,2024-05-20,Delivered,Debit Card,2271 Second Ave,2024-05-22,2024-05-25,3009.24,,Phoenix,46073
577,350,2023-09-14,Delivered,PayPal,6011 Main St,2023-09-17,2023-09-18,5719.7,,New York,21485
578,303,2021-11-18,Shipped,Credit Card,297 Park Rd,2021-11-21,,993.12,,Dallas,27299
579,279,2022-09-04,Shipped,Debit Card,6386 First St,2022-09-05,,2525.88,,San Jose,73788
580,165,2024-01-04,Delivered,Google Pay,1798 Second Ave,2024-01-05,2024-01-12,7298.91,,Houston,27486
581,844,2023-07-02,Delivered,Apple Pay,8591 First St,2023-07-05,2023-07-06,0,,Los Angeles,57378
582,167,2023-10-24,Shipped,Credit Card,3368 Main St,2023-10-25,,7427.05,,Fort Worth,50642
583,68,2023-10-01,Processing,Google Pay,4037 First St,,,119,,Dallas,74332
584,288,2024-04-25,Delivered,Credit Card,1071 Park Rd,2024-04-28,2024-05-05,2249.78,,Charlotte,26631
585,218,2024-05-06,Pending,Debit Card,5195 Main St,,,1126.76,,Charlotte,48671
586,971,2021-05-28,Delivered,Debit Card,2190 Park Rd,2021-05-31,2021-06-06,596.35,,San Jose,77314
587,845,2023-07-31,Shipped,PayPal,5281 Main St,2023-08-02,,139.98,,San Diego,35507
588,318,2022-05-11,Pending,Apple Pay,123 First St,,,686.76,,Philadelphia,23624
589,519,2020-04-25,Delivered,Google Pay,7287 Oak Ave,2020-04-26,2020-05-03,346.71,,Fort Worth,59514
590,315,2024-06-01,Delivered,Credit Card,1229 First St,2024-06-03,2024-06-07,4888.34,,San Antonio,50723
591,637,2022-08-11,Cancelled,Apple Pay,6511 Second Ave,,,4185.58,,Charlotte,77552
592,114,2023-10-14,Delivered,Credit Card,4620 Oak Ave,2023-10-17,2023-10-18,456.41,,San Antonio,69600
593,693,2023-04-14,Shipped,Credit Card,2055 Park Rd,2023-04-15,,2059.89,,New York,18745
594,62,2023-11-10,Processing,Apple Pay,9800 Oak Ave,,,0,,Los Angeles,49529
595,220,2024-01-10,Delivered,Credit Card,7419 Second Ave,2024-01-13,2024-01-18,1161.1,,Dallas,57419
596,331,2022-02-21,Delivered,Apple Pay,4683 First St,2022-02-23,2022-02-27,496.29,,Los Angeles,64949
597,264,2022-08-08,Delivered,Apple Pay,1965 Second Ave,2022-08-11,2022-08-12,366.8,,Philadelphia,87624
598,519,2020-02-20,Delivered,Apple Pay,7287 Oak Ave,2020-02-23,2020-02-25,686.96,,Fort Worth,59514
599,992,2023-04-26,Delivered,Credit Card,934 First St,2023-04-28,2023-04-30,427.79,,Columbus,78809
600,315,2022-01-05,Delivered,Credit Card,1229 First St,2022-01-06,2022-01-13,1620.89,,San Antonio,50723
601,258,2024-01-29,Delivered,Credit Card,6411 Main St,2024-02-01,2024-02-04,546.16,,Columbus,64238
602,57,2024-02-07,Shipped,Apple Pay,7122 Oak Ave,2024-02-08,,7790.75,,Los Angeles,33819
603,513,2023-02-28,Delivered,Debit Card,7357 Oak Ave,2023-03-01,2023-03-06,0,,San Antonio,36106
604,730,2023-07-16,Shipped,Debit Card,8800 First St,2023-07-19,,884.32,,San Jose,37490
605,717,2022-10-01,Delivered,Credit Card,538 Oak Ave,2022-10-04,2022-10-06,915.56,,San Diego,89244
606,835,2021-05-26,Delivered,Apple Pay,7907 Main St,2021-05-28,2021-05-31,1024.24,,San Jose,98172
607,583,2021-11-10,Processing,Credit Card,3396 Park Rd,,,766.28,,New York,18891
608,239,2023-09-14,Processing,Google Pay,4385 Park Rd,,,2465.97,,Phoenix,75179
609,998,2022-09-15,Delivered,PayPal,7403 Main St,2022-09-16,2022-09-23,536.53,,Houston,81641
610,771,2024-03-11,Pending,PayPal,4991 First St,,,0,,Los Angeles,50645
611,605,2023-04-07,Delivered,Apple Pay,9802 Second Ave,2023-04-09,2023-04-13,0,,Los Angeles,52647
612,179,2021-07-08,Delivered,Debit Card,6022 Second Ave,2021-07-09,2021-07-10,70.59,,Fort Worth,25907
613,467,2023-09-17,Delivered,Debit Card,6165 Second Ave,2023-09-18,2023-09-19,468.85,,Chicago,73407
614,523,2022-04-30,Delivered,Apple Pay,1137 Second Ave,2022-05-01,2022-05-04,238.54,,Philadelphia,34886
615,621,2023-10-22,Delivered,Credit Card,2271 Second Ave,2023-10-23,2023-10-30,0,,Phoenix,46073
616,776,2022-10-09,Shipped,Credit Card,838 Second Ave,2022-10-11,,7077.78,,Charlotte,76932
617,631,2023-11-04,Delivered,Debit Card,2065 Main St,2023-11-05,2023-11-06,251.04,,Jacksonville,27027
618,690,2022-03-17,Shipped,PayPal,4578 First St,2022-03-19,,1939.31,,San Antonio,82851
619,395,2021-10-11,Delivered,Debit Card,2962 Main St,2021-10-14,2021-10-19,1898.75,,Columbus,57214
620,717,2023-05-15,Delivered,Apple Pay,538 Oak Ave,2023-05-17,2023-05-23,15569.57,,San Diego,89244
621,304,2022-06-23,Delivered,Google Pay,7817 Main St,2022-06-26,2022-06-28,1393.5,,Fort Worth,86986
622,335,2022-07-05,Cancelled,PayPal,2946 Oak Ave,,,849.59,,Philadelphia,87662
623,352,2022-08-31,Delivered,Debit Card,9014 First St,2022-09-01,2022-09-02,875.74,,Austin,58630
624,751,2021-10-27,Delivered,Google Pay,9445 Oak Ave,2021-10-28,2021-11-04,91.34,,Columbus,13010
625,837,2023-05-14,Delivered,Debit Card,2122 Park Rd,2023-05-16,2023-05-19,973.76,,Austin,88815
626,913,2023-11-08,Delivered,Google Pay,4775 Second Ave,2023-11-11,2023-11-17,1116.33,,Phoenix,93309
627,665,2022-02-08,Delivered,PayPal,5972 Park Rd,2022-02-09,2022-02-11,68.4,,Chicago,94887
628,46,2022-04-16,Processing,PayPal,2880 Main St,,,487.63,,San Diego,77561
629,166,2024-03-05,Delivered,Credit Card,7712 First St,2024-03-06,2024-03-11,43.61,,Columbus,33891
630,199,2023-02-07,Delivered,Credit Card,8125 Second Ave,2023-02-10,2023-02-15,117.15,,Dallas,72245
631,242,2023-05-25,Shipped,Credit Card,8105 First St,2023-05-26,,40.13,,Phoenix,32050
632,77,2024-02-22,Cancelled,Google Pay,1725 Oak Ave,,,197.04,,San Jose,37659
633,716,2022-03-23,Delivered,Google Pay,8117 First St,2022-03-26,2022-04-01,91.72,,Phoenix,92361
634,70,2023-06-20,Delivered,Google Pay,7534 Park Rd,2023-06-22,2023-06-29,222.12,,Jacksonville,42951
635,236,2023-08-12,Delivered,Google Pay,3220 Main St,2023-08-15,2023-08-18,284.47,,Jacksonville,59436
636,141,2024-01-23,Delivered,Apple Pay,8195 First St,2024-01-26,2024-02-01,158.7,,Chicago,85952
637,75,2021-12-15,Delivered,Google Pay,2544 Second Ave,2021-12-17,2021-12-19,265.26,,Chicago,21164
638,43,2023-11-19,Delivered,Google Pay,5243 Main St,2023-11-21,2023-11-27,50.94,,San Jose,76469
639,986,2023-01-22,Processing,Google Pay,4454 Main St,,,579.11,,San Diego,74103
640,1000,2022-12-30,Shipped,PayPal,7245 Main St,2023-01-02,,477.35,,Charlotte,64919
641,364,2023-07-06,Delivered,Debit Card,8562 Park Rd,2023-07-07,2023-07-09,1476.33,,Fort Worth,77537
642,220,2024-01-09,Shipped,PayPal,7419 Second Ave,2024-01-10,,2208.3,,Dallas,57419
643,794,2021-08-22,Delivered,Google Pay,9226 Park Rd,2021-08-24,2021-08-28,39.34,,Fort Worth,77552
644,309,2023-08-28,Cancelled,Credit Card,4347 Oak Ave,,,0,,Fort Worth,26637
645,881,2023-10-16,Delivered,Apple Pay,9979 Second Ave,2023-10-17,2023-10-22,0,,San Jose,61234
646,696,2023-10-20,Delivered,Apple Pay,4878 Second Ave,2023-10-21,2023-10-25,727.27,,Phoenix,20069
647,442,2023-03-20,Delivered,Debit Card,9671 Oak Ave,2023-03-21,2023-03-27,1172.35,,Jacksonville,84299
648,729,2023-01-01,Delivered,Google Pay,9496 First St,2023-01-04,2023-01-06,1430,,Phoenix,91863
649,256,2023-06-07,Shipped,Google Pay,1599 Main St,2023-06-10,,6829.13,,Los Angeles,68292
650,229,2023-11-03,Delivered,Google Pay,1202 Main St,2023-11-06,2023-11-08,0,,Houston,14400
651,355,2023-10-20,Pending,PayPal,3960 First St,,,33.41,,San Jose,20348
652,659,2021-07-13,Delivered,Credit Card,3281 Park Rd,2021-07-15,2021-07-21,0,,San Diego,36504
653,181,2023-06-04,Delivered,Apple Pay,6830 First St,2023-06-07,2023-06-12,247.51,,Dallas,19666
654,567,2022-09-18,Pending,Debit Card,993 Second Ave,,,2970.17,,San Jose,70762
655,374,2023-08-17,Delivered,Debit Card,2556 Second Ave,2023-08-19,2023-08-24,1692.8,,Houston,17441
656,327,2023-11-24,Delivered,Google Pay,1476 Second Ave,2023-11-25,2023-12-02,208.72,,Austin,43924
657,243,2024-01-05,Delivered,Credit Card,8982 Main St,2024-01-07,2024-01-11,4995.08,,Charlotte,14433
658,368,2022-10-24,Pending,Apple Pay,4337 Main St,,,229.85,,Columbus,13597
659,704,2022-08-19,Processing,Debit Card,2048 Park Rd,,,443.24,,San Diego,18683
660,945,2023-05-08,Delivered,PayPal,5345 Park Rd,2023-05-10,2023-05-15,0,,San Jose,26182
661,58,2022-09-14,Shipped,PayPal,6311 Park Rd,2022-09-15,,0,,Philadelphia,43065
662,584,2023-05-05,Delivered,PayPal,5560 Park Rd,2023-05-06,2023-05-11,2312.55,,Los Angeles,84569
663,314,2023-07-09,Shipped,Credit Card,1376 Second Ave,2023-07-10,,6127.83,,Columbus,25650
664,932,2023-01-09,Delivered,Credit Card,1741 Main St,2023-01-10,2023-01-11,372.1,,Fort Worth,62665
665,883,2023-11-23,Delivered,Apple Pay,9985 First St,2023-11-25,2023-11-30,143.42,,New York,34470
666,515,2024-05-17,Delivered,Credit Card,6005 Main St,2024-05-18,2024-05-19,0,,Houston,38545
667,776,2022-10-10,Delivered,Debit Card,838 Second Ave,2022-10-11,2022-10-12,935.4,,Charlotte,76932
668,20,2024-05-14,Delivered,Credit Card,9455 Second Ave,2024-05-15,2024-05-16,31.17,,Chicago,41850
669,978,2023-01-13,Delivered,PayPal,2284 Second Ave,2023-01-16,2023-01-22,0,,Philadelphia,16672
670,424,2021-04-24,Shipped,Credit Card,2636 Main St,2021-04-27,,0,,San Diego,52287
671,806,2022-06-04,Processing,Apple Pay,7026 Second Ave,,,652.02,,Jacksonville,17857
672,788,2021-11-24,Delivered,Google Pay,7247 Main St,2021-11-27,2021-11-29,404.9,,Jacksonville,47750
673,753,2024-03-10,Delivered,Credit Card,2022 Main St,2024-03-13,2024-03-15,204.58,,San Jose,67037
674,654,2023-01-21,Shipped,PayPal,7872 First St,2023-01-23,,198.9,,Austin,30940
675,39,2021-05-06,Delivered,Google Pay,5100 Oak Ave,2021-05-08,2021-05-12,2378.6,,Philadelphia,13101
676,254,2023-07-01,Delivered,Apple Pay,3837 Park Rd,2023-07-02,2023-07-08,3970.65,,San Diego,59207
677,737,2021-10-09,Delivered,Debit Card,4651 Second Ave,2021-10-11,2021-10-17,933.27,,Fort Worth,94448
678,175,2023-09-24,Processing,Credit Card,2355 Second Ave,,,0,,San Jose,62171
679,233,2024-04-18,Delivered,Apple Pay,8692 Park Rd,2024-04-21,2024-04-28,1842.95,,Fort Worth,64568
680,776,2024-02-10,Delivered,Debit Card,838 Second Ave,2024-02-12,2024-02-13,684.17,,Charlotte,76932
681,334,2023-10-12,Delivered,Apple Pay,1740 Oak Ave,2023-10-14,2023-10-15,378.27,,Chicago,41608
682,452,2024-03-10,Delivered,Debit Card,4221 First St,2024-03-12,2024-03-13,0,,Dallas,77681
683,139,2023-07-14,Shipped,Credit Card,8463 Main St,2023-07-15,,99.7,,Los Angeles,76840
684,839,2023-09-10,Cancelled,PayPal,1574 Second Ave,,,425.16,,Houston,49738
685,73,2022-08-01,Delivered,PayPal,2168 First St,2022-08-02,2022-08-04,394.08,,Jacksonville,11607
686,898,2022-07-10,Processing,Google Pay,9900 Main St,,,378.66,,New York,59465
687,319,2020-09-09,Delivered,Debit Card,4684 Main St,2020-09-10,2020-09-17,0,,Jacksonville,40339
688,644,2024-03-16,Processing,Google Pay,9592 Oak Ave,,,95.52,,Chicago,14833
689,448,2022-12-17,Pending,Credit Card,8523 Oak Ave,,,97.36,,Fort Worth,30869
690,171,2023-01-02,Delivered,Google Pay,7405 Second Ave,2023-01-03,2023-01-10,7917.28,,Phoenix,31842
691,28,2024-02-18,Processing,Apple Pay,1443 First St,,,990.63,,San Jose,86503
692,544,2023-08-01,Delivered,Credit Card,6876 First St,2023-08-03,2023-08-07,58.01,,Austin,55653
693,643,2022-10-22,Shipped,Google Pay,5633 Main St,2022-10-23,,271.25,,New York,25491
694,673,2023-05-26,Delivered,Debit Card,1175 Oak Ave,2023-05-29,2023-05-30,3144.05,,Fort Worth,21443
695,456,2024-01-09,Delivered,Apple Pay,8499 Main St,2024-01-10,2024-01-17,206.22,,Chicago,29249
696,224,2021-12-27,Delivered,PayPal,1144 Second Ave,2021-12-28,2022-01-01,356,,Jacksonville,19046
697,166,2023-12-10,Cancelled,Debit Card,7712 First St,,,107.12,,Columbus,33891
698,279,2023-07-30,Shipped,Credit Card,6386 First St,2023-08-01,,3114.07,,San Jose,73788
699,64,2023-03-22,Delivered,Apple Pay,2606 First St,2023-03-23,2023-03-25,985.21,,Jacksonville,78386
700,28,2024-05-21,Delivered,Credit Card,1443 First St,2024-05-22,2024-05-24,533.37,,San Jose,86503
701,697,2023-11-07,Delivered,Apple Pay,5385 Park Rd,2023-11-10,2023-11-11,2427.97,,Dallas,49462
702,669,2023-10-20,Delivered,Debit Card,944 Main St,2023-10-21,2023-10-22,700.45,,Charlotte,57918
703,692,2022-12-08,Delivered,Google Pay,140 Oak Ave,2022-12-10,2022-12-12,464.03,,Fort Worth,49343
704,380,2023-05-14,Delivered,Google Pay,4988 First St,2023-05-16,2023-05-23,23.8,,Dallas,29762
705,291,2022-10-23,Shipped,Debit Card,7611 Park Rd,2022-10-25,,0,,Jacksonville,80048
706,930,2024-03-28,Shipped,Google Pay,8620 Park Rd,2024-03-29,,2443.54,,San Jose,72027
707,232,2023-10-05,Delivered,Credit Card,9793 Oak Ave,2023-10-07,2023-10-11,98.52,,Dallas,98965
708,850,2023-12-27,Shipped,Credit Card,5039 Second Ave,2023-12-29,,0,,New York,66602
709,656,2023-11-16,Delivered,Apple Pay,1260 Oak Ave,2023-11-19,2023-11-24,942.12,,Los Angeles,87687
710,402,2022-07-25,Delivered,Apple Pay,9247 Second Ave,2022-07-26,2022-07-30,674.91,,Chicago,11526
711,797,2024-04-17,Processing,Apple Pay,3407 First St,,,624.05,,Columbus,10863
712,459,2023-08-23,Delivered,Debit Card,7529 Second Ave,2023-08-26,2023-09-02,172.58,,Charlotte,19023
713,205,2023-12-18,Delivered,Google Pay,4976 Park Rd,2023-12-19,2023-12-23,787.32,,Houston,37168
714,833,2022-10-29,Processing,Debit Card,9217 Park Rd,,,5194.24,,Jacksonville,37636
715,536,2023-06-15,Shipped,PayPal,5020 Main St,2023-06-17,,0,,Phoenix,62402
716,916,2024-02-06,Shipped,PayPal,4740 First St,2024-02-08,,3984.12,,San Diego,89432
717,999,2022-05-22,Delivered,Credit Card,2194 Oak Ave,2022-05-25,2022-05-29,0,,New York,82154
718,881,2024-03-07,Shipped,Debit Card,9979 Second Ave,2024-03-10,,283.86,,San Jose,61234
719,278,2021-01-24,Delivered,Google Pay,4008 Park Rd,2021-01-25,2021-01-26,120.85,,Los Angeles,33992
720,377,2021-07-01,Delivered,Google Pay,1699 First St,2021-07-03,2021-07-07,0,,Phoenix,43902
721,35,2020-08-23,Delivered,PayPal,258 Main St,2020-08-26,2020-09-02,7202.36,,Dallas,29536
722,593,2023-07-27,Delivered,PayPal,5219 Main St,2023-07-30,2023-08-04,274.2,,Dallas,50913
723,489,2024-05-21,Delivered,Credit Card,1736 Park Rd,2024-05-22,2024-05-24,1329.74,,Columbus,82789
724,144,2023-01-31,Delivered,Debit Card,9833 Second Ave,2023-02-03,2023-02-09,3600.39,,San Jose,70648
725,242,2024-02-08,Delivered,PayPal,8105 First St,2024-02-11,2024-02-16,411.8,,Phoenix,32050
726,866,2023-09-06,Cancelled,Debit Card,8873 Park Rd,,,0,,Columbus,52949
727,675,2022-10-13,Delivered,Google Pay,2263 First St,2022-10-15,2022-10-22,7997.31,,Charlotte,65067
728,946,2023-04-22,Delivered,Credit Card,6271 Main St,2023-04-23,2023-04-29,408.24,,Phoenix,30014
729,738,2023-01-29,Delivered,Google Pay,4982 Main St,2023-02-01,2023-02-06,261.38,,San Jose,57636
730,517,2023-06-14,Cancelled,Credit Card,1566 Oak Ave,,,203.9,,Fort Worth,75525
731,450,2023-11-14,Processing,Debit Card,6018 First St,,,2583.16,,Dallas,69591
732,32,2022-10-20,Delivered,Apple Pay,1797 Oak Ave,2022-10-22,2022-10-26,896.4,,Charlotte,25129
733,786,2024-01-25,Shipped,Debit Card,8087 First St,2024-01-28,,1447.39,,New York,77286
734,770,2020-08-24,Delivered,Apple Pay,4033 First St,2020-08-26,2020-08-29,111.6,,Chicago,12688
735,383,2024-05-26,Processing,Google Pay,7921 First St,,,842.45,,San Antonio,14944
736,664,2022-12-16,Delivered,Apple Pay,1705 First St,2022-12-19,2022-12-23,2544.23,,San Diego,41524
737,498,2024-03-01,Delivered,Google Pay,4222 Main St,2024-03-04,2024-03-06,7448.81,,Austin,31877
738,674,2024-05-24,Delivered,Debit Card,1935 Oak Ave,2024-05-27,2024-05-31,675.3,,Phoenix,29726
739,181,2024-05-25,Delivered,Google Pay,6830 First St,2024-05-27,2024-06-01,431.02,,Dallas,19666
740,742,2023-12-20,Delivered,Google Pay,7043 First St,2023-12-23,2023-12-24,112.28,,Dallas,42289
741,294,2023-04-28,Delivered,Debit Card,5045 Oak Ave,2023-04-29,2023-05-03,165.56,,Charlotte,22234
742,687,2023-11-23,Delivered,Credit Card,6426 Park Rd,2023-11-24,2023-11-27,1040.33,,Philadelphia,47309
743,725,2023-08-30,Shipped,PayPal,1491 Main St,2023-08-31,,602.62,,San Jose,25003
744,26,2022-06-21,Delivered,Apple Pay,5238 Main St,2022-06-24,2022-06-27,527.52,,New York,86569
745,12,2023-04-04,Pending,Credit Card,4219 Second Ave,,,35.04,,Dallas,99166
746,679,2021-12-18,Shipped,Debit Card,8870 Park Rd,2021-12-21,,807.72,,Jacksonville,32984
747,179,2023-03-07,Delivered,Debit Card,6022 Second Ave,2023-03-09,2023-03-12,193.48,,Fort Worth,25907
748,860,2023-07-04,Delivered,Debit Card,3118 Main St,2023-07-07,2023-07-11,37.72,,San Antonio,11296
749,617,2023-12-07,Delivered,Debit Card,7840 Main St,2023-12-10,2023-12-13,8807.95,,Houston,93058
750,138,2023-08-19,Delivered,Google Pay,9748 First St,2023-08-20,2023-08-26,183.2,,San Antonio,20308
751,51,2024-05-19,Delivered,Debit Card,4346 Oak Ave,2024-05-21,2024-05-28,20.47,,San Diego,46347
752,527,2024-05-05,Delivered,Credit Card,1094 Park Rd,2024-05-08,2024-05-13,2476.56,,Fort Worth,64519
753,375,2023-03-23,Delivered,PayPal,4350 First St,2023-03-25,2023-03-26,109.1,,Phoenix,60891
754,55,2022-04-14,Delivered,Apple Pay,9047 Second Ave,2022-04-16,2022-04-22,539.66,,Dallas,73993
755,508,2021-10-06,Delivered,Debit Card,1221 Oak Ave,2021-10-08,2021-10-12,2094.35,,Columbus,47957
756,449,2024-05-07,Shipped,Debit Card,762 Oak Ave,2024-05-10,,514.58,,Philadelphia,40375
757,618,2023-03-03,Delivered,PayPal,276 First St,2023-03-06,2023-03-13,0,,Fort Worth,77195
758,266,2020-12-27,Shipped,Credit Card,7032 First St,2020-12-30,,442.24,,Jacksonville,68860
759,853,2023-11-06,Delivered,Credit Card,3272 Second Ave,2023-11-08,2023-11-11,2790.82,,San Jose,93540
760,261,2024-05-17,Delivered,Apple Pay,1852 Oak Ave,2024-05-20,2024-05-23,246.06,,San Diego,10887
761,118,2023-10-09,Delivered,Apple Pay,6997 Second Ave,2023-10-12,2023-10-15,432.09,,Chicago,18330
762,474,2024-04-18,Delivered,Credit Card,6644 Park Rd,2024-04-20,2024-04-22,119.28,,Phoenix,61792
763,503,2023-04-20,Delivered,Google Pay,5788 First St,2023-04-23,2023-04-24,4430.23,,Charlotte,39770
764,512,2024-04-02,Processing,Credit Card,8999 First St,,,215.69,,Los Angeles,35191
765,889,2024-02-11,Delivered,Debit Card,4973 First St,2024-02-12,2024-02-13,70.46,,Philadelphia,32954
766,560,2024-03-21,Delivered,Debit Card,9390 Second Ave,2024-03-23,2024-03-28,864.04,,San Jose,88166
767,817,2022-11-14,Delivered,PayPal,7511 Park Rd,2022-11-15,2022-11-22,8845.09,,San Jose,72289
768,790,2023-10-13,Delivered,PayPal,7838 Oak Ave,2023-10-14,2023-10-17,128.56,,Fort Worth,37159
769,833,2023-09-11,Processing,PayPal,9217 Park Rd,,,19037.07,,Jacksonville,37636
770,807,2021-03-01,Processing,Debit Card,4981 Second Ave,,,48.24,,San Diego,69394
771,110,2024-03-09,Delivered,Apple Pay,1135 First St,2024-03-10,2024-03-17,178.99,,Austin,49608
772,680,2023-09-14,Delivered,Debit Card,4366 Park Rd,2023-09-17,2023-09-18,319.25,,San Diego,36890
773,204,2024-03-07,Delivered,Credit Card,8834 Park Rd,2024-03-09,2024-03-10,51.8,,San Diego,56437
774,892,2023-07-27,Shipped,Credit Card,1823 Second Ave,2023-07-28,,0,,Los Angeles,63752
775,989,2022-08-21,Cancelled,Credit Card,2598 Second Ave,,,791.58,,Houston,42698
776,723,2020-12-01,Delivered,Apple Pay,9774 Main St,2020-12-02,2020-12-06,0,,New York,58026
777,47,2024-05-04,Delivered,Google Pay,500 Main St,2024-05-05,2024-05-11,145.06,,Chicago,72277
778,861,2023-06-28,Delivered,Debit Card,3285 Second Ave,2023-06-29,2023-07-04,170.94,,San Diego,15754
779,918,2024-04-06,Pending,PayPal,8120 Park Rd,,,400.8,,San Antonio,87110
780,700,2021-05-19,Shipped,Google Pay,7644 Main St,2021-05-22,,0,,San Antonio,27200
781,129,2023-12-04,Delivered,Debit Card,6666 Main St,2023-12-06,2023-12-10,544.22,,San Jose,92991
782,251,2021-12-06,Delivered,Apple Pay,5252 Main St,2021-12-09,2021-12-16,114.65,,Chicago,86943
783,629,2023-06-23,Processing,PayPal,1213 Main St,,,1764.24,,Columbus,22805
784,806,2023-11-23,Delivered,Apple Pay,7026 Second Ave,2023-11-25,2023-11-30,199.25,,Jacksonville,17857
785,676,2023-02-04,Shipped,Debit Card,8613 Park Rd,2023-02-05,,689.26,,Columbus,85851
786,710,2022-12-29,Delivered,PayPal,4823 Second Ave,2023-01-01,2023-01-04,358.3,,Jacksonville,20780
787,611,2023-10-25,Delivered,Apple Pay,2941 First St,2023-10-28,2023-11-02,4509.66,,Houston,34671
788,724,2023-01-09,Delivered,Google Pay,7114 Park Rd,2023-01-11,2023-01-18,387.71,,Los Angeles,63992
789,481,2023-02-15,Shipped,PayPal,3680 Second Ave,2023-02-16,,157.36,,Philadelphia,33957
790,231,2021-12-30,Cancelled,Apple Pay,9896 Park Rd,,,1880.56,,San Jose,49552
791,745,2023-01-16,Pending,Credit Card,3957 Park Rd,,,535.88,,Charlotte,31001
792,96,2024-05-16,Pending,Debit Card,7792 Park Rd,,,1341.78,,Los Angeles,91691
793,470,2023-10-19,Delivered,Debit Card,2481 First St,2023-10-20,2023-10-25,0,,Columbus,67065
794,488,2022-04-02,Cancelled,Debit Card,6966 Park Rd,,,557.62,,Houston,62506
795,286,2021-10-23,Delivered,Debit Card,2381 Oak Ave,2021-10-25,2021-10-26,2697.54,,Chicago,17780
796,540,2022-07-07,Delivered,Google Pay,927 First St,2022-07-09,2022-07-10,90.48,,Chicago,88005
797,300,2022-09-22,Delivered,Debit Card,2117 Second Ave,2022-09-24,2022-09-29,154.83,,Chicago,56076
798,620,2023-08-23,Shipped,Google Pay,945 Park Rd,2023-08-25,,513.86,,San Jose,13578
799,157,2023-12-04,Delivered,Google Pay,8510 Oak Ave,2023-12-06,2023-12-11,241.85,,San Diego,22021
800,145,2023-08-06,Processing,Debit Card,7892 Second Ave,,,450.69,,Philadelphia,18109
801,649,2023-04-19,Delivered,Apple Pay,1737 Second Ave,2023-04-22,2023-04-29,0,,Chicago,30677
802,829,2022-02-10,Delivered,Credit Card,6764 First St,2022-02-11,2022-02-17,1119.43,,San Jose,93335
803,562,2022-08-27,Delivered,Debit Card,3807 Main St,2022-08-30,2022-09-05,0,,Houston,11967
804,523,2023-03-17,Shipped,Google Pay,1137 Second Ave,2023-03-18,,526.89,,Philadelphia,34886
805,239,2023-06-28,Delivered,Google Pay,4385 Park Rd,2023-06-29,2023-07-05,0,,Phoenix,75179
806,19,2024-02-13,Delivered,Debit Card,1204 Main St,2024-02-16,2024-02-18,4833.32,,Houston,19287
807,254,2024-04-10,Processing,Debit Card,3837 Park Rd,,,131.64,,San Diego,59207
808,607,2024-03-29,Processing,Credit Card,2503 Oak Ave,,,0,,Fort Worth,79632
809,60,2022-12-07,Delivered,Credit Card,1974 Second Ave,2022-12-08,2022-12-12,133.29,,Austin,70952
810,153,2022-07-23,Delivered,Apple Pay,7270 Main St,2022-07-25,2022-07-28,1788.25,,Jacksonville,57749
811,689,2023-02-10,Shipped,Apple Pay,3504 Park Rd,2023-02-13,,0,,Chicago,78852
812,222,2022-03-31,Pending,Debit Card,8461 First St,,,81.24,,Los Angeles,69432
813,576,2023-04-04,Delivered,Apple Pay,1536 Main St,2023-04-07,2023-04-08,940.04,,Philadelphia,64651
814,249,2021-06-16,Delivered,Apple Pay,254 Oak Ave,2021-06-18,2021-06-22,1483.45,,New York,75517
815,828,2023-04-24,Shipped,Google Pay,3929 Main St,2023-04-26,,186.53,,Austin,82623
