order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_date,delivery_date,total_amount
612,179,2021-07-08,Delivered,Debit Card,6022 Second Ave,Fort Worth,TX,25907,2021-07-09,2021-07-10,70.59
613,467,2023-09-17,Delivered,Debit Card,6165 Second Ave,Chicago,IL,73407,2023-09-18,2023-09-19,468.85
614,523,2022-04-30,Delivered,Apple Pay,1137 Second Ave,Philadelphia,PA,34886,2022-05-01,2022-05-04,238.54
615,621,2023-10-22,Delivered,Credit Card,2271 Second Ave,Phoenix,AZ,46073,2023-10-23,2023-10-30,0.0
616,776,2022-10-09,Shipped,Credit Card,838 Second Ave,Charlotte,NC,76932,2022-10-11,,7077.78
617,631,2023-11-04,Delivered,Debit Card,2065 Main St,Jacksonville,FL,27027,2023-11-05,2023-11-06,251.04
618,690,2022-03-17,Shipped,PayPal,4578 First St,San Antonio,TX,82851,2022-03-19,,1939.31
619,395,2021-10-11,Delivered,Debit Card,2962 Main St,Columbus,OH,57214,2021-10-14,2021-10-19,1898.75
620,717,2023-05-15,Delivered,Apple Pay,538 Oak Ave,San Diego,CA,89244,2023-05-17,2023-05-23,15569.570000000002
621,304,2022-06-23,Delivered,Google Pay,7817 Main St,Fort Worth,TX,86986,2022-06-26,2022-06-28,1393.5
622,335,2022-07-05,Cancelled,PayPal,2946 Oak Ave,Philadelphia,PA,87662,,,849.5899999999999
623,352,2022-08-31,Delivered,Debit Card,9014 First St,Austin,TX,58630,2022-09-01,2022-09-02,875.74
624,751,2021-10-27,Delivered,Google Pay,9445 Oak Ave,Columbus,OH,13010,2021-10-28,2021-11-04,91.34
625,837,2023-05-14,Delivered,Debit Card,2122 Park Rd,Austin,TX,88815,2023-05-16,2023-05-19,973.76
626,913,2023-11-08,Delivered,Google Pay,4775 Second Ave,Phoenix,AZ,93309,2023-11-11,2023-11-17,1116.33
627,665,2022-02-08,Delivered,PayPal,5972 Park Rd,Chicago,IL,94887,2022-02-09,2022-02-11,68.4
628,46,2022-04-16,Processing,PayPal,2880 Main St,San Diego,CA,77561,,,487.63
629,166,2024-03-05,Delivered,Credit Card,7712 First St,Columbus,OH,33891,2024-03-06,2024-03-11,43.61
630,199,2023-02-07,Delivered,Credit Card,8125 Second Ave,Dallas,TX,72245,2023-02-10,2023-02-15,117.15
631,242,2023-05-25,Shipped,Credit Card,8105 First St,Phoenix,AZ,32050,2023-05-26,,40.13
632,77,2024-02-22,Cancelled,Google Pay,1725 Oak Ave,San Jose,CA,37659,,,197.04
633,716,2022-03-23,Delivered,Google Pay,8117 First St,Phoenix,AZ,92361,2022-03-26,2022-04-01,91.72
634,70,2023-06-20,Delivered,Google Pay,7534 Park Rd,Jacksonville,FL,42951,2023-06-22,2023-06-29,222.12
635,236,2023-08-12,Delivered,Google Pay,3220 Main St,Jacksonville,FL,59436,2023-08-15,2023-08-18,284.47
636,141,2024-01-23,Delivered,Apple Pay,8195 First St,Chicago,IL,85952,2024-01-26,2024-02-01,158.7
637,75,2021-12-15,Delivered,Google Pay,2544 Second Ave,Chicago,IL,21164,2021-12-17,2021-12-19,265.26
638,43,2023-11-19,Delivered,Google Pay,5243 Main St,San Jose,CA,76469,2023-11-21,2023-11-27,50.94
639,986,2023-01-22,Processing,Google Pay,4454 Main St,San Diego,CA,74103,,,579.11
640,1000,2022-12-30,Shipped,PayPal,7245 Main St,Charlotte,NC,64919,2023-01-02,,477.35
641,364,2023-07-06,Delivered,Debit Card,8562 Park Rd,Fort Worth,TX,77537,2023-07-07,2023-07-09,1476.33
642,220,2024-01-09,Shipped,PayPal,7419 Second Ave,Dallas,TX,57419,2024-01-10,,2208.3
643,794,2021-08-22,Delivered,Google Pay,9226 Park Rd,Fort Worth,TX,77552,2021-08-24,2021-08-28,39.34
644,309,2023-08-28,Cancelled,Credit Card,4347 Oak Ave,Fort Worth,TX,26637,,,0.0
645,881,2023-10-16,Delivered,Apple Pay,9979 Second Ave,San Jose,CA,61234,2023-10-17,2023-10-22,0.0
646,696,2023-10-20,Delivered,Apple Pay,4878 Second Ave,Phoenix,AZ,20069,2023-10-21,2023-10-25,727.27
647,442,2023-03-20,Delivered,Debit Card,9671 Oak Ave,Jacksonville,FL,84299,2023-03-21,2023-03-27,1172.35
648,729,2023-01-01,Delivered,Google Pay,9496 First St,Phoenix,AZ,91863,2023-01-04,2023-01-06,1430.0
649,256,2023-06-07,Shipped,Google Pay,1599 Main St,Los Angeles,CA,68292,2023-06-10,,6829.13
650,229,2023-11-03,Delivered,Google Pay,1202 Main St,Houston,TX,14400,2023-11-06,2023-11-08,0.0
651,355,2023-10-20,Pending,PayPal,3960 First St,San Jose,CA,20348,,,33.41
652,659,2021-07-13,Delivered,Credit Card,3281 Park Rd,San Diego,CA,36504,2021-07-15,2021-07-21,0.0
653,181,2023-06-04,Delivered,Apple Pay,6830 First St,Dallas,TX,19666,2023-06-07,2023-06-12,247.51
654,567,2022-09-18,Pending,Debit Card,993 Second Ave,San Jose,CA,70762,,,2970.1700000000005
655,374,2023-08-17,Delivered,Debit Card,2556 Second Ave,Houston,TX,17441,2023-08-19,2023-08-24,1692.8
656,327,2023-11-24,Delivered,Google Pay,1476 Second Ave,Austin,TX,43924,2023-11-25,2023-12-02,208.72
657,243,2024-01-05,Delivered,Credit Card,8982 Main St,Charlotte,NC,14433,2024-01-07,2024-01-11,4995.08
658,368,2022-10-24,Pending,Apple Pay,4337 Main St,Columbus,OH,13597,,,229.85000000000002
659,704,2022-08-19,Processing,Debit Card,2048 Park Rd,San Diego,CA,18683,,,443.24
660,945,2023-05-08,Delivered,PayPal,5345 Park Rd,San Jose,CA,26182,2023-05-10,2023-05-15,0.0
661,58,2022-09-14,Shipped,PayPal,6311 Park Rd,Philadelphia,PA,43065,2022-09-15,,0.0
662,584,2023-05-05,Delivered,PayPal,5560 Park Rd,Los Angeles,CA,84569,2023-05-06,2023-05-11,2312.55
663,314,2023-07-09,Shipped,Credit Card,1376 Second Ave,Columbus,OH,25650,2023-07-10,,6127.83
664,932,2023-01-09,Delivered,Credit Card,1741 Main St,Fort Worth,TX,62665,2023-01-10,2023-01-11,372.1
665,883,2023-11-23,Delivered,Apple Pay,9985 First St,New York,NY,34470,2023-11-25,2023-11-30,143.42000000000002
666,515,2024-05-17,Delivered,Credit Card,6005 Main St,Houston,TX,38545,2024-05-18,2024-05-19,0.0
667,776,2022-10-10,Delivered,Debit Card,838 Second Ave,Charlotte,NC,76932,2022-10-11,2022-10-12,935.4000000000001
668,20,2024-05-14,Delivered,Credit Card,9455 Second Ave,Chicago,IL,41850,2024-05-15,2024-05-16,31.17
669,978,2023-01-13,Delivered,PayPal,2284 Second Ave,Philadelphia,PA,16672,2023-01-16,2023-01-22,0.0
670,424,2021-04-24,Shipped,Credit Card,2636 Main St,San Diego,CA,52287,2021-04-27,,0.0
671,806,2022-06-04,Processing,Apple Pay,7026 Second Ave,Jacksonville,FL,17857,,,652.02
672,788,2021-11-24,Delivered,Google Pay,7247 Main St,Jacksonville,FL,47750,2021-11-27,2021-11-29,404.9
673,753,2024-03-10,Delivered,Credit Card,2022 Main St,San Jose,CA,67037,2024-03-13,2024-03-15,204.57999999999998
674,654,2023-01-21,Shipped,PayPal,7872 First St,Austin,TX,30940,2023-01-23,,198.89999999999998
675,39,2021-05-06,Delivered,Google Pay,5100 Oak Ave,Philadelphia,PA,13101,2021-05-08,2021-05-12,2378.6000000000004
676,254,2023-07-01,Delivered,Apple Pay,3837 Park Rd,San Diego,CA,59207,2023-07-02,2023-07-08,3970.65
677,737,2021-10-09,Delivered,Debit Card,4651 Second Ave,Fort Worth,TX,94448,2021-10-11,2021-10-17,933.2700000000001
678,175,2023-09-24,Processing,Credit Card,2355 Second Ave,San Jose,CA,62171,,,0.0
679,233,2024-04-18,Delivered,Apple Pay,8692 Park Rd,Fort Worth,TX,64568,2024-04-21,2024-04-28,1842.95
680,776,2024-02-10,Delivered,Debit Card,838 Second Ave,Charlotte,NC,76932,2024-02-12,2024-02-13,684.1700000000001
681,334,2023-10-12,Delivered,Apple Pay,1740 Oak Ave,Chicago,IL,41608,2023-10-14,2023-10-15,378.27
682,452,2024-03-10,Delivered,Debit Card,4221 First St,Dallas,TX,77681,2024-03-12,2024-03-13,0.0
683,139,2023-07-14,Shipped,Credit Card,8463 Main St,Los Angeles,CA,76840,2023-07-15,,99.7
684,839,2023-09-10,Cancelled,PayPal,1574 Second Ave,Houston,TX,49738,,,425.16
685,73,2022-08-01,Delivered,PayPal,2168 First St,Jacksonville,FL,11607,2022-08-02,2022-08-04,394.08
686,898,2022-07-10,Processing,Google Pay,9900 Main St,New York,NY,59465,,,378.65999999999997
687,319,2020-09-09,Delivered,Debit Card,4684 Main St,Jacksonville,FL,40339,2020-09-10,2020-09-17,0.0
688,644,2024-03-16,Processing,Google Pay,9592 Oak Ave,Chicago,IL,14833,,,95.52
689,448,2022-12-17,Pending,Credit Card,8523 Oak Ave,Fort Worth,TX,30869,,,97.36
690,171,2023-01-02,Delivered,Google Pay,7405 Second Ave,Phoenix,AZ,31842,2023-01-03,2023-01-10,7917.280000000001
691,28,2024-02-18,Processing,Apple Pay,1443 First St,San Jose,CA,86503,,,990.63
692,544,2023-08-01,Delivered,Credit Card,6876 First St,Austin,TX,55653,2023-08-03,2023-08-07,58.010000000000005
693,643,2022-10-22,Shipped,Google Pay,5633 Main St,New York,NY,25491,2022-10-23,,271.25
694,673,2023-05-26,Delivered,Debit Card,1175 Oak Ave,Fort Worth,TX,21443,2023-05-29,2023-05-30,3144.0499999999997
695,456,2024-01-09,Delivered,Apple Pay,8499 Main St,Chicago,IL,29249,2024-01-10,2024-01-17,206.22
696,224,2021-12-27,Delivered,PayPal,1144 Second Ave,Jacksonville,FL,19046,2021-12-28,2022-01-01,356.0
697,166,2023-12-10,Cancelled,Debit Card,7712 First St,Columbus,OH,33891,,,107.12
698,279,2023-07-30,Shipped,Credit Card,6386 First St,San Jose,CA,73788,2023-08-01,,3114.07
699,64,2023-03-22,Delivered,Apple Pay,2606 First St,Jacksonville,FL,78386,2023-03-23,2023-03-25,985.21
700,28,2024-05-21,Delivered,Credit Card,1443 First St,San Jose,CA,86503,2024-05-22,2024-05-24,533.37
701,697,2023-11-07,Delivered,Apple Pay,5385 Park Rd,Dallas,TX,49462,2023-11-10,2023-11-11,2427.97
702,669,2023-10-20,Delivered,Debit Card,944 Main St,Charlotte,NC,57918,2023-10-21,2023-10-22,700.45
703,692,2022-12-08,Delivered,Google Pay,140 Oak Ave,Fort Worth,TX,49343,2022-12-10,2022-12-12,464.03
704,380,2023-05-14,Delivered,Google Pay,4988 First St,Dallas,TX,29762,2023-05-16,2023-05-23,23.8
705,291,2022-10-23,Shipped,Debit Card,7611 Park Rd,Jacksonville,FL,80048,2022-10-25,,0.0
706,930,2024-03-28,Shipped,Google Pay,8620 Park Rd,San Jose,CA,72027,2024-03-29,,2443.54
707,232,2023-10-05,Delivered,Credit Card,9793 Oak Ave,Dallas,TX,98965,2023-10-07,2023-10-11,98.52
708,850,2023-12-27,Shipped,Credit Card,5039 Second Ave,New York,NY,66602,2023-12-29,,0.0
709,656,2023-11-16,Delivered,Apple Pay,1260 Oak Ave,Los Angeles,CA,87687,2023-11-19,2023-11-24,942.12
710,402,2022-07-25,Delivered,Apple Pay,9247 Second Ave,Chicago,IL,11526,2022-07-26,2022-07-30,674.91
711,797,2024-04-17,Processing,Apple Pay,3407 First St,Columbus,OH,10863,,,624.05
712,459,2023-08-23,Delivered,Debit Card,7529 Second Ave,Charlotte,NC,19023,2023-08-26,2023-09-02,172.58
713,205,2023-12-18,Delivered,Google Pay,4976 Park Rd,Houston,TX,37168,2023-12-19,2023-12-23,787.32
714,833,2022-10-29,Processing,Debit Card,9217 Park Rd,Jacksonville,FL,37636,,,5194.24
715,536,2023-06-15,Shipped,PayPal,5020 Main St,Phoenix,AZ,62402,2023-06-17,,0.0
716,916,2024-02-06,Shipped,PayPal,4740 First St,San Diego,CA,89432,2024-02-08,,3984.12
717,999,2022-05-22,Delivered,Credit Card,2194 Oak Ave,New York,NY,82154,2022-05-25,2022-05-29,0.0
718,881,2024-03-07,Shipped,Debit Card,9979 Second Ave,San Jose,CA,61234,2024-03-10,,283.86
719,278,2021-01-24,Delivered,Google Pay,4008 Park Rd,Los Angeles,CA,33992,2021-01-25,2021-01-26,120.85
720,377,2021-07-01,Delivered,Google Pay,1699 First St,Phoenix,AZ,43902,2021-07-03,2021-07-07,0.0
721,35,2020-08-23,Delivered,PayPal,258 Main St,Dallas,TX,29536,2020-08-26,2020-09-02,7202.36
722,593,2023-07-27,Delivered,PayPal,5219 Main St,Dallas,TX,50913,2023-07-30,2023-08-04,274.2
723,489,2024-05-21,Delivered,Credit Card,1736 Park Rd,Columbus,OH,82789,2024-05-22,2024-05-24,1329.74
724,144,2023-01-31,Delivered,Debit Card,9833 Second Ave,San Jose,CA,70648,2023-02-03,2023-02-09,3600.39
725,242,2024-02-08,Delivered,PayPal,8105 First St,Phoenix,AZ,32050,2024-02-11,2024-02-16,411.79999999999995
726,866,2023-09-06,Cancelled,Debit Card,8873 Park Rd,Columbus,OH,52949,,,0.0
727,675,2022-10-13,Delivered,Google Pay,2263 First St,Charlotte,NC,65067,2022-10-15,2022-10-22,7997.31
728,946,2023-04-22,Delivered,Credit Card,6271 Main St,Phoenix,AZ,30014,2023-04-23,2023-04-29,408.24
729,738,2023-01-29,Delivered,Google Pay,4982 Main St,San Jose,CA,57636,2023-02-01,2023-02-06,261.38
730,517,2023-06-14,Cancelled,Credit Card,1566 Oak Ave,Fort Worth,TX,75525,,,203.9
731,450,2023-11-14,Processing,Debit Card,6018 First St,Dallas,TX,69591,,,2583.16
732,32,2022-10-20,Delivered,Apple Pay,1797 Oak Ave,Charlotte,NC,25129,2022-10-22,2022-10-26,896.4000000000001
733,786,2024-01-25,Shipped,Debit Card,8087 First St,New York,NY,77286,2024-01-28,,1447.3899999999999
734,770,2020-08-24,Delivered,Apple Pay,4033 First St,Chicago,IL,12688,2020-08-26,2020-08-29,111.6
735,383,2024-05-26,Processing,Google Pay,7921 First St,San Antonio,TX,14944,,,842.45
736,664,2022-12-16,Delivered,Apple Pay,1705 First St,San Diego,CA,41524,2022-12-19,2022-12-23,2544.23
737,498,2024-03-01,Delivered,Google Pay,4222 Main St,Austin,TX,31877,2024-03-04,2024-03-06,7448.81
738,674,2024-05-24,Delivered,Debit Card,1935 Oak Ave,Phoenix,AZ,29726,2024-05-27,2024-05-31,675.3
739,181,2024-05-25,Delivered,Google Pay,6830 First St,Dallas,TX,19666,2024-05-27,2024-06-01,431.02
740,742,2023-12-20,Delivered,Google Pay,7043 First St,Dallas,TX,42289,2023-12-23,2023-12-24,112.28
741,294,2023-04-28,Delivered,Debit Card,5045 Oak Ave,Charlotte,NC,22234,2023-04-29,2023-05-03,165.56
742,687,2023-11-23,Delivered,Credit Card,6426 Park Rd,Philadelphia,PA,47309,2023-11-24,2023-11-27,1040.33
743,725,2023-08-30,Shipped,PayPal,1491 Main St,San Jose,CA,25003,2023-08-31,,602.62
744,26,2022-06-21,Delivered,Apple Pay,5238 Main St,New York,NY,86569,2022-06-24,2022-06-27,527.52
745,12,2023-04-04,Pending,Credit Card,4219 Second Ave,Dallas,TX,99166,,,35.04
746,679,2021-12-18,Shipped,Debit Card,8870 Park Rd,Jacksonville,FL,32984,2021-12-21,,807.72
747,179,2023-03-07,Delivered,Debit Card,6022 Second Ave,Fort Worth,TX,25907,2023-03-09,2023-03-12,193.48
748,860,2023-07-04,Delivered,Debit Card,3118 Main St,San Antonio,TX,11296,2023-07-07,2023-07-11,37.72
749,617,2023-12-07,Delivered,Debit Card,7840 Main St,Houston,TX,93058,2023-12-10,2023-12-13,8807.95
750,138,2023-08-19,Delivered,Google Pay,9748 First St,San Antonio,TX,20308,2023-08-20,2023-08-26,183.2
751,51,2024-05-19,Delivered,Debit Card,4346 Oak Ave,San Diego,CA,46347,2024-05-21,2024-05-28,20.47
752,527,2024-05-05,Delivered,Credit Card,1094 Park Rd,Fort Worth,TX,64519,2024-05-08,2024-05-13,2476.56
753,375,2023-03-23,Delivered,PayPal,4350 First St,Phoenix,AZ,60891,2023-03-25,2023-03-26,109.1
754,55,2022-04-14,Delivered,Apple Pay,9047 Second Ave,Dallas,TX,73993,2022-04-16,2022-04-22,539.66
755,508,2021-10-06,Delivered,Debit Card,1221 Oak Ave,Columbus,OH,47957,2021-10-08,2021-10-12,2094.35
756,449,2024-05-07,Shipped,Debit Card,762 Oak Ave,Philadelphia,PA,40375,2024-05-10,,514.5799999999999
757,618,2023-03-03,Delivered,PayPal,276 First St,Fort Worth,TX,77195,2023-03-06,2023-03-13,0.0
758,266,2020-12-27,Shipped,Credit Card,7032 First St,Jacksonville,FL,68860,2020-12-30,,442.24
759,853,2023-11-06,Delivered,Credit Card,3272 Second Ave,San Jose,CA,93540,2023-11-08,2023-11-11,2790.82
760,261,2024-05-17,Delivered,Apple Pay,1852 Oak Ave,San Diego,CA,10887,2024-05-20,2024-05-23,246.06
761,118,2023-10-09,Delivered,Apple Pay,6997 Second Ave,Chicago,IL,18330,2023-10-12,2023-10-15,432.09
762,474,2024-04-18,Delivered,Credit Card,6644 Park Rd,Phoenix,AZ,61792,2024-04-20,2024-04-22,119.28
763,503,2023-04-20,Delivered,Google Pay,5788 First St,Charlotte,NC,39770,2023-04-23,2023-04-24,4430.2300000000005
764,512,2024-04-02,Processing,Credit Card,8999 First St,Los Angeles,CA,35191,,,215.69
765,889,2024-02-11,Delivered,Debit Card,4973 First St,Philadelphia,PA,32954,2024-02-12,2024-02-13,70.46
766,560,2024-03-21,Delivered,Debit Card,9390 Second Ave,San Jose,CA,88166,2024-03-23,2024-03-28,864.04
767,817,2022-11-14,Delivered,PayPal,7511 Park Rd,San Jose,CA,72289,2022-11-15,2022-11-22,8845.09
768,790,2023-10-13,Delivered,PayPal,7838 Oak Ave,Fort Worth,TX,37159,2023-10-14,2023-10-17,128.56
769,833,2023-09-11,Processing,PayPal,9217 Park Rd,Jacksonville,FL,37636,,,19037.07
770,807,2021-03-01,Processing,Debit Card,4981 Second Ave,San Diego,CA,69394,,,48.24
771,110,2024-03-09,Delivered,Apple Pay,1135 First St,Austin,TX,49608,2024-03-10,2024-03-17,178.99
772,680,2023-09-14,Delivered,Debit Card,4366 Park Rd,San Diego,CA,36890,2023-09-17,2023-09-18,319.25
773,204,2024-03-07,Delivered,Credit Card,8834 Park Rd,San Diego,CA,56437,2024-03-09,2024-03-10,51.8
774,892,2023-07-27,Shipped,Credit Card,1823 Second Ave,Los Angeles,CA,63752,2023-07-28,,0.0
775,989,2022-08-21,Cancelled,Credit Card,2598 Second Ave,Houston,TX,42698,,,791.58
776,723,2020-12-01,Delivered,Apple Pay,9774 Main St,New York,NY,58026,2020-12-02,2020-12-06,0.0
777,47,2024-05-04,Delivered,Google Pay,500 Main St,Chicago,IL,72277,2024-05-05,2024-05-11,145.06
778,861,2023-06-28,Delivered,Debit Card,3285 Second Ave,San Diego,CA,15754,2023-06-29,2023-07-04,170.94
779,918,2024-04-06,Pending,PayPal,8120 Park Rd,San Antonio,TX,87110,,,400.8
780,700,2021-05-19,Shipped,Google Pay,7644 Main St,San Antonio,TX,27200,2021-05-22,,0.0
781,129,2023-12-04,Delivered,Debit Card,6666 Main St,San Jose,CA,92991,2023-12-06,2023-12-10,544.22
782,251,2021-12-06,Delivered,Apple Pay,5252 Main St,Chicago,IL,86943,2021-12-09,2021-12-16,114.65
783,629,2023-06-23,Processing,PayPal,1213 Main St,Columbus,OH,22805,,,1764.24
784,806,2023-11-23,Delivered,Apple Pay,7026 Second Ave,Jacksonville,FL,17857,2023-11-25,2023-11-30,199.25
785,676,2023-02-04,Shipped,Debit Card,8613 Park Rd,Columbus,OH,85851,2023-02-05,,689.26
786,710,2022-12-29,Delivered,PayPal,4823 Second Ave,Jacksonville,FL,20780,2023-01-01,2023-01-04,358.3
787,611,2023-10-25,Delivered,Apple Pay,2941 First St,Houston,TX,34671,2023-10-28,2023-11-02,4509.66
788,724,2023-01-09,Delivered,Google Pay,7114 Park Rd,Los Angeles,CA,63992,2023-01-11,2023-01-18,387.71000000000004
789,481,2023-02-15,Shipped,PayPal,3680 Second Ave,Philadelphia,PA,33957,2023-02-16,,157.36
790,231,2021-12-30,Cancelled,Apple Pay,9896 Park Rd,San Jose,CA,49552,,,1880.56
791,745,2023-01-16,Pending,Credit Card,3957 Park Rd,Charlotte,NC,31001,,,535.88
792,96,2024-05-16,Pending,Debit Card,7792 Park Rd,Los Angeles,CA,91691,,,1341.78
793,470,2023-10-19,Delivered,Debit Card,2481 First St,Columbus,OH,67065,2023-10-20,2023-10-25,0.0
794,488,2022-04-02,Cancelled,Debit Card,6966 Park Rd,Houston,TX,62506,,,557.62
795,286,2021-10-23,Delivered,Debit Card,2381 Oak Ave,Chicago,IL,17780,2021-10-25,2021-10-26,2697.54
796,540,2022-07-07,Delivered,Google Pay,927 First St,Chicago,IL,88005,2022-07-09,2022-07-10,90.48
797,300,2022-09-22,Delivered,Debit Card,2117 Second Ave,Chicago,IL,56076,2022-09-24,2022-09-29,154.83
798,620,2023-08-23,Shipped,Google Pay,945 Park Rd,San Jose,CA,13578,2023-08-25,,513.86
799,157,2023-12-04,Delivered,Google Pay,8510 Oak Ave,San Diego,CA,22021,2023-12-06,2023-12-11,241.85
800,145,2023-08-06,Processing,Debit Card,7892 Second Ave,Philadelphia,PA,18109,,,450.69
801,649,2023-04-19,Delivered,Apple Pay,1737 Second Ave,Chicago,IL,30677,2023-04-22,2023-04-29,0.0
802,829,2022-02-10,Delivered,Credit Card,6764 First St,San Jose,CA,93335,2022-02-11,2022-02-17,1119.43
803,562,2022-08-27,Delivered,Debit Card,3807 Main St,Houston,TX,11967,2022-08-30,2022-09-05,0.0
804,523,2023-03-17,Shipped,Google Pay,1137 Second Ave,Philadelphia,PA,34886,2023-03-18,,526.89
805,239,2023-06-28,Delivered,Google Pay,4385 Park Rd,Phoenix,AZ,75179,2023-06-29,2023-07-05,0.0
806,19,2024-02-13,Delivered,Debit Card,1204 Main St,Houston,TX,19287,2024-02-16,2024-02-18,4833.320000000001
807,254,2024-04-10,Processing,Debit Card,3837 Park Rd,San Diego,CA,59207,,,131.64
808,607,2024-03-29,Processing,Credit Card,2503 Oak Ave,Fort Worth,TX,79632,,,0.0
809,60,2022-12-07,Delivered,Credit Card,1974 Second Ave,Austin,TX,70952,2022-12-08,2022-12-12,133.29
810,153,2022-07-23,Delivered,Apple Pay,7270 Main St,Jacksonville,FL,57749,2022-07-25,2022-07-28,1788.25
811,689,2023-02-10,Shipped,Apple Pay,3504 Park Rd,Chicago,IL,78852,2023-02-13,,0.0
812,222,2022-03-31,Pending,Debit Card,8461 First St,Los Angeles,CA,69432,,,81.24
813,576,2023-04-04,Delivered,Apple Pay,1536 Main St,Philadelphia,PA,64651,2023-04-07,2023-04-08,940.04
814,249,2021-06-16,Delivered,Apple Pay,254 Oak Ave,New York,NY,75517,2021-06-18,2021-06-22,1483.45
815,828,2023-04-24,Shipped,Google Pay,3929 Main St,Austin,TX,82623,2023-04-26,,186.53
816,462,2023-10-06,Shipped,Apple Pay,6992 Park Rd,Dallas,TX,79444,2023-10-07,,321.63
817,70,2022-02-25,Delivered,Debit Card,7534 Park Rd,Jacksonville,FL,42951,2022-02-26,2022-03-01,0.0
818,760,2024-06-01,Processing,Apple Pay,1568 Park Rd,Chicago,IL,79523,,,5328.8
819,478,2023-08-24,Delivered,Credit Card,4085 Park Rd,Fort Worth,TX,99337,2023-08-27,2023-08-29,1948.02
820,120,2024-02-15,Processing,Debit Card,6680 First St,Columbus,OH,24150,,,0.0
821,581,2023-06-23,Cancelled,Apple Pay,8254 First St,Dallas,TX,89876,,,249.24
822,436,2022-02-23,Processing,Debit Card,6506 Second Ave,Jacksonville,FL,93105,,,1133.63
823,682,2023-05-28,Delivered,Debit Card,170 Second Ave,Chicago,IL,53421,2023-05-31,2023-06-06,10741.199999999999
824,59,2023-05-05,Delivered,Credit Card,1224 Main St,Houston,TX,42411,2023-05-06,2023-05-13,2189.35
825,865,2024-02-15,Shipped,Google Pay,8825 First St,Houston,TX,59054,2024-02-16,,1494.18
826,287,2024-01-03,Delivered,Apple Pay,4894 Park Rd,Philadelphia,PA,45041,2024-01-04,2024-01-10,110.99000000000001
827,881,2023-06-17,Cancelled,Apple Pay,9979 Second Ave,San Jose,CA,61234,,,171.68
828,184,2023-05-17,Delivered,PayPal,3316 Second Ave,Phoenix,AZ,26406,2023-05-20,2023-05-21,592.49
829,534,2022-07-12,Delivered,Debit Card,5020 Oak Ave,New York,NY,51275,2022-07-13,2022-07-15,1293.6399999999999
830,787,2024-02-03,Delivered,Google Pay,1140 Park Rd,Dallas,TX,64675,2024-02-06,2024-02-08,881.4399999999999
831,905,2024-04-12,Delivered,Google Pay,7999 Main St,Columbus,OH,12313,2024-04-13,2024-04-16,170.76
832,539,2021-12-16,Shipped,Apple Pay,5093 Second Ave,New York,NY,51853,2021-12-17,,0.0
833,4,2024-01-30,Delivered,Debit Card,5735 Second Ave,Philadelphia,PA,15695,2024-02-01,2024-02-03,50.91
834,896,2023-02-24,Shipped,Google Pay,8859 First St,Los Angeles,CA,20169,2023-02-25,,460.14
835,149,2022-09-02,Shipped,Google Pay,9849 Main St,Chicago,IL,83259,2022-09-04,,4837.53
836,524,2023-05-03,Delivered,Debit Card,5376 Main St,San Antonio,TX,78576,2023-05-06,2023-05-07,2736.61
837,430,2022-07-20,Delivered,Credit Card,8914 Second Ave,Fort Worth,TX,92173,2022-07-23,2022-07-27,835.36
838,13,2023-01-26,Delivered,Debit Card,7223 Oak Ave,Phoenix,AZ,10425,2023-01-28,2023-01-29,901.74
839,379,2023-07-24,Delivered,Apple Pay,9661 Second Ave,New York,NY,19334,2023-07-27,2023-08-01,314.86
840,593,2024-04-20,Delivered,Credit Card,5219 Main St,Dallas,TX,50913,2024-04-22,2024-04-28,463.66
841,323,2022-05-01,Delivered,Google Pay,3501 First St,Philadelphia,PA,70731,2022-05-03,2022-05-05,5492.9
842,853,2023-11-03,Delivered,Debit Card,3272 Second Ave,San Jose,CA,93540,2023-11-06,2023-11-08,292.6
843,998,2021-04-04,Pending,Credit Card,7403 Main St,Houston,TX,81641,,,0.0
844,498,2021-12-08,Delivered,Credit Card,4222 Main St,Austin,TX,31877,2021-12-10,2021-12-16,9579.05
845,322,2023-12-12,Shipped,Credit Card,9679 Main St,Fort Worth,TX,23848,2023-12-13,,7205.1900000000005
846,243,2023-09-07,Delivered,Apple Pay,8982 Main St,Charlotte,NC,14433,2023-09-09,2023-09-14,135.22
847,981,2022-12-09,Delivered,PayPal,5898 Main St,Phoenix,AZ,55838,2022-12-12,2022-12-16,152.48000000000002
848,25,2024-04-16,Shipped,PayPal,7554 Park Rd,Charlotte,NC,82845,2024-04-19,,681.47
849,722,2024-05-12,Delivered,Google Pay,1013 First St,Dallas,TX,74840,2024-05-13,2024-05-19,0.0
850,144,2023-04-06,Delivered,Credit Card,9833 Second Ave,San Jose,CA,70648,2023-04-07,2023-04-09,314.72
851,41,2023-03-20,Cancelled,Debit Card,1876 Second Ave,New York,NY,55309,,,977.9300000000001
852,529,2024-01-19,Delivered,Google Pay,4175 Second Ave,Dallas,TX,33448,2024-01-22,2024-01-29,962.95
853,529,2023-12-16,Processing,Credit Card,4175 Second Ave,Dallas,TX,33448,,,1062.63
854,783,2023-07-29,Delivered,Google Pay,1510 Park Rd,Houston,TX,29420,2023-07-30,2023-08-01,297.68
855,363,2023-10-02,Pending,Debit Card,6928 Second Ave,Phoenix,AZ,21703,,,481.90999999999997
